climate_variable,avg_sig_corr,max_sig_corr,sig_corr_count,sig_corr_ratio(%)
climate_risk_drought_score_country_max_cos_above_2_std,0.521,0.552,5,0.235
climate_risk_heat_stress_weighted_score_country_sum_sin_above_2_std,0.52,0.52,1,0.128
climate_risk_excess_precip_ma_90d_above_3_std,0.518,0.53,2,0.097
climate_risk_heat_stress_weighted_score_country_sum_log1p_above_2_std,0.517,0.517,1,0.12
climate_risk_heat_stress_weighted_score_country_sum_cos_above_2_std,0.515,0.523,7,0.502
climate_risk_excess_precip_max_120d_above_3_std,0.515,0.528,2,0.089
climate_risk_excess_precip_score_country_mean_ssqrt_above_2_std,0.515,0.532,7,0.312
climate_risk_drought_score_country_max_log1p_above_2_std,0.512,0.524,3,0.134
climate_risk_excess_precip_score_country_max_log1p_above_2_std,0.511,0.511,1,0.045
climate_risk_heat_stress_max_60d_above_3_std,0.51,0.543,6,0.579
climate_risk_heat_stress_max_30d_above_3_std,0.507,0.507,1,0.101
climate_risk_coldwave_score_country_mean_cos_above_2_std,0.507,0.509,2,0.115
climate_risk_excess_precip_score_country_std_cos_above_2_std,0.507,0.51,2,0.089
climate_risk_coldwave_score_country_std_cos_above_2_std,0.506,0.506,1,0.058
climate_risk_unseasonably_cold_score_country_mean_cos_above_2_std,0.506,0.51,2,0.129
climate_risk_heat_stress_weighted_score_country_sum_ssqrt_above_2_std,0.506,0.506,1,0.096
climate_risk_unseasonably_cold_score_country_std_cos_above_2_std,0.505,0.505,1,0.065
climate_risk_excess_precip_score_country_max_sin_above_2_std,0.503,0.503,1,0.045
climate_risk_coldwave_ma_14d_cos_above_2_std,0.654,0.663,2,0.11
climate_risk_drought_max_14d_cos_above_2_std,0.594,0.649,3,0.134
climate_risk_coldwave_max_14d_ssqrt_above_2_std,0.57,0.58,2,0.149
climate_risk_drought_ma_14d_cos_above_2_std,0.55,0.646,22,0.98
climate_risk_drought_max_14d_ssqrt_above_2_std,0.548,0.712,10,0.446
climate_risk_drought_max_14d_sin_above_2_std,0.543,0.593,7,0.312
climate_risk_drought_ma_14d_sin_above_2_std,0.539,0.583,13,0.579
climate_risk_drought_ma_14d_ssqrt_above_2_std,0.538,0.592,19,0.847
climate_risk_drought_ma_14d_log1p_above_2_std,0.537,0.568,13,0.579
climate_risk_excess_precip_max_14d_cos_above_2_std,0.537,0.572,2,0.089
climate_risk_excess_precip_max_14d_sin_above_2_std,0.526,0.526,1,0.045
climate_risk_drought_ma_14d_thresh_mag_above_2_std,0.525,0.529,2,0.094
climate_risk_drought_max_14d_log1p_above_2_std,0.523,0.543,17,0.758
climate_risk_coldwave_max_7d_log1p_above_2_std,0.521,0.523,2,0.151
climate_risk_drought_ma_7d_cos_above_2_std,0.518,0.524,4,0.178
climate_risk_excess_precip_weighted_score_ssqrt_above_2_std,0.517,0.517,1,0.045
climate_risk_excess_precip_max_14d_ssqrt_above_2_std,0.507,0.507,1,0.045
climate_risk_heat_stress_max_14d_sin_above_2_std,0.505,0.505,1,0.082
climate_risk_excess_precip_max_240d_above_1_std_lag_7d,0.611,0.759,56,2.496
climate_risk_coldwave_max_90d_above_1_std_lag_7d,0.602,0.689,24,1.238
climate_risk_drought_ma_90d_above_1_std_lag_7d,0.596,0.749,57,2.54
climate_risk_drought_ma_60d_above_1_std_lag_7d,0.596,0.744,48,2.139
climate_risk_heat_stress_ma_90d_above_1_std_lag_7d,0.594,0.661,5,0.426
climate_risk_drought_ma_14d_above_1_std_lag_7d,0.586,0.66,24,1.07
climate_risk_drought_ma_120d_above_1_std_lag_7d,0.586,0.745,64,2.852
climate_risk_drought_ma_240d_above_1_std_lag_7d,0.584,0.711,52,2.317
climate_risk_drought_ma_30d_above_1_std_lag_7d,0.583,0.696,38,1.693
climate_risk_coldwave_max_60d_above_1_std_lag_7d,0.576,0.727,29,1.551
climate_risk_coldwave_max_120d_above_1_std_lag_7d,0.575,0.643,7,0.358
climate_risk_heat_stress_ma_60d_above_1_std_lag_7d,0.574,0.613,4,0.368
climate_risk_excess_precip_score_country_std_above_1_std_lag_7d,0.561,0.576,3,0.134
climate_risk_heat_stress_ma_120d_above_1_std_lag_7d,0.558,0.58,4,0.341
climate_risk_excess_precip_max_60d_above_1_std_lag_7d,0.557,0.631,20,0.891
climate_risk_coldwave_max_30d_above_1_std_lag_7d,0.555,0.644,17,0.971
climate_risk_drought_max_14d_above_1_std_lag_7d,0.554,0.665,18,0.802
climate_risk_excess_precip_ma_90d_above_1_std_lag_7d,0.554,0.665,30,1.337
climate_risk_unseasonably_cold_score_country_std_above_1_std_lag_7d,0.554,0.586,3,0.215
climate_risk_excess_precip_ma_240d_above_1_std_lag_7d,0.55,0.641,69,3.075
climate_risk_excess_precip_ma_60d_above_1_std_lag_7d,0.548,0.642,25,1.114
climate_risk_excess_precip_ma_120d_above_1_std_lag_7d,0.546,0.661,44,1.961
climate_risk_excess_precip_weighted_score_country_sum_above_1_std_lag_7d,0.544,0.647,10,0.446
climate_risk_excess_precip_score_country_mean_above_1_std_lag_7d,0.544,0.627,7,0.312
climate_risk_drought_weighted_score_country_sum_above_1_std_lag_7d,0.544,0.62,23,1.065
climate_risk_heat_stress_weighted_score_country_sum_above_1_std_lag_7d,0.54,0.567,3,0.315
climate_risk_heat_stress_score_country_mean_above_1_std_lag_7d,0.54,0.565,3,0.31
climate_risk_drought_max_90d_above_1_std_lag_7d,0.538,0.606,9,0.401
climate_risk_drought_max_30d_above_1_std_lag_7d,0.538,0.642,13,0.579
climate_risk_unseasonably_cold_max_240d_above_1_std_lag_7d,0.537,0.572,3,0.148
climate_risk_heat_stress_max_60d_above_1_std_lag_7d,0.537,0.537,1,0.065
climate_risk_excess_precip_max_30d_above_1_std_lag_7d,0.537,0.564,11,0.49
climate_risk_excess_precip_max_120d_above_1_std_lag_7d,0.537,0.614,18,0.802
climate_risk_drought_max_7d_above_1_std_lag_7d,0.536,0.577,13,0.579
climate_risk_excess_precip_weighted_score_ssqrt_above_1_std_lag_7d,0.535,0.535,1,0.045
climate_risk_drought_max_240d_above_1_std_lag_7d,0.534,0.594,19,0.847
climate_risk_heat_stress_max_240d_above_1_std_lag_7d,0.534,0.564,4,0.198
climate_risk_drought_score_country_mean_above_1_std_lag_7d,0.534,0.587,24,1.078
climate_risk_excess_precip_score_country_max_above_1_std_lag_7d,0.532,0.539,3,0.134
climate_risk_excess_precip_max_90d_above_1_std_lag_7d,0.532,0.584,19,0.847
climate_risk_unseasonably_cold_max_60d_above_1_std_lag_7d,0.531,0.574,4,0.238
climate_risk_coldwave_ma_60d_above_1_std_lag_7d,0.529,0.529,1,0.098
climate_risk_drought_max_60d_above_1_std_lag_7d,0.527,0.554,10,0.446
climate_risk_excess_precip_max_14d_above_1_std_lag_7d,0.526,0.539,4,0.178
climate_risk_drought_max_120d_above_1_std_lag_7d,0.524,0.587,15,0.668
climate_risk_heat_stress_score_country_max_above_1_std_lag_7d,0.523,0.526,2,0.166
climate_risk_drought_score_country_max_above_1_std_lag_7d,0.522,0.577,10,0.446
climate_risk_unseasonably_cold_max_90d_above_1_std_lag_7d,0.515,0.53,4,0.222
climate_risk_unseasonably_cold_max_30d_above_1_std_lag_7d,0.515,0.516,2,0.131
climate_risk_unseasonably_cold_max_120d_above_1_std_lag_7d,0.513,0.53,6,0.324
climate_risk_heat_stress_max_90d_above_1_std_lag_7d,0.513,0.536,3,0.176
climate_risk_excess_precip_ma_30d_above_1_std_lag_7d,0.513,0.529,8,0.357
climate_risk_drought_score_ssqrt_above_1_std_lag_7d,0.512,0.518,2,0.089
climate_risk_excess_precip_ma_14d_above_1_std_lag_7d,0.51,0.512,3,0.134
climate_risk_heat_stress_max_120d_above_1_std_lag_7d,0.51,0.516,2,0.114
climate_risk_drought_score_sin_above_1_std_lag_7d,0.508,0.511,6,0.267
climate_risk_drought_score_log1p_above_1_std_lag_7d,0.506,0.506,1,0.045
climate_risk_excess_precip_max_240d_lag_7d,0.616,0.759,53,2.362
climate_risk_drought_ma_120d_lag_7d,0.605,0.783,61,2.718
climate_risk_drought_ma_90d_lag_7d,0.603,0.789,61,2.718
climate_risk_coldwave_max_120d_lag_7d,0.598,0.651,9,0.43
climate_risk_drought_ma_240d_lag_7d,0.585,0.73,56,2.496
climate_risk_heat_stress_ma_90d_lag_7d,0.579,0.667,7,0.381
climate_risk_coldwave_max_240d_lag_7d,0.573,0.651,6,0.274
climate_risk_drought_ma_7d_ssqrt_lag_7d,0.569,0.622,14,0.624
climate_risk_coldwave_max_90d_lag_7d,0.566,0.685,21,1.013
climate_risk_drought_ma_7d_log1p_lag_7d,0.565,0.626,17,0.758
climate_risk_drought_ma_7d_sin_lag_7d,0.565,0.637,18,0.802
climate_risk_coldwave_ma_120d_lag_7d,0.559,0.633,8,0.383
climate_risk_excess_precip_score_country_max_lag_7d,0.559,0.607,4,0.178
climate_risk_unseasonably_cold_score_country_max_lag_7d,0.558,0.588,3,0.19
climate_risk_excess_precip_score_country_std_lag_7d,0.558,0.58,4,0.178
climate_risk_drought_max_7d_tangent_lag_7d,0.555,0.566,2,0.089
climate_risk_unseasonably_cold_score_country_std_lag_7d,0.555,0.585,3,0.19
climate_risk_excess_precip_max_7d_ssqrt_lag_7d,0.554,0.607,2,0.089
climate_risk_coldwave_ma_90d_lag_7d,0.552,0.633,8,0.386
climate_risk_drought_max_7d_log1p_lag_7d,0.552,0.647,12,0.535
climate_risk_excess_precip_ma_90d_lag_7d,0.55,0.67,47,2.094
climate_risk_unseasonably_cold_ma_240d_lag_7d,0.55,0.582,3,0.139
climate_risk_excess_precip_ma_240d_lag_7d,0.549,0.635,76,3.387
climate_risk_drought_max_7d_sin_lag_7d,0.549,0.65,12,0.535
climate_risk_excess_precip_ma_120d_lag_7d,0.549,0.669,56,2.496
climate_risk_heat_stress_ma_120d_lag_7d,0.548,0.62,10,0.535
climate_risk_coldwave_ma_240d_lag_7d,0.547,0.598,8,0.365
climate_risk_excess_precip_score_ssqrt_lag_7d,0.547,0.547,1,0.045
climate_risk_drought_weighted_score_country_sum_lag_7d,0.545,0.616,22,0.98
climate_risk_unseasonably_cold_score_country_mean_lag_7d,0.542,0.574,3,0.19
climate_risk_drought_ma_7d_cos_lag_7d,0.542,0.579,14,0.624
climate_risk_heat_stress_score_country_mean_lag_7d,0.541,0.566,3,0.205
climate_risk_excess_precip_weighted_score_country_sum_lag_7d,0.54,0.585,10,0.446
climate_risk_drought_max_7d_cos_lag_7d,0.539,0.598,12,0.535
climate_risk_drought_max_90d_lag_7d,0.538,0.606,9,0.401
climate_risk_drought_max_7d_ssqrt_lag_7d,0.537,0.626,12,0.535
climate_risk_unseasonably_cold_max_240d_lag_7d,0.537,0.572,3,0.139
climate_risk_excess_precip_weighted_score_ssqrt_lag_7d,0.535,0.535,1,0.045
climate_risk_drought_max_240d_lag_7d,0.534,0.594,19,0.847
climate_risk_heat_stress_ma_240d_lag_7d,0.533,0.553,3,0.138
climate_risk_heat_stress_weighted_score_country_sum_lag_7d,0.533,0.568,4,0.274
climate_risk_drought_score_country_max_lag_7d,0.531,0.593,15,0.668
climate_risk_drought_score_country_mean_lag_7d,0.531,0.591,27,1.203
climate_risk_heat_stress_max_90d_lag_7d,0.529,0.551,3,0.163
climate_risk_excess_precip_score_country_mean_lag_7d,0.528,0.588,14,0.624
climate_risk_excess_precip_ma_7d_ssqrt_lag_7d,0.527,0.609,5,0.223
climate_risk_excess_precip_max_120d_lag_7d,0.526,0.583,19,0.847
climate_risk_drought_max_120d_lag_7d,0.524,0.587,15,0.668
climate_risk_heat_stress_score_country_max_lag_7d,0.523,0.526,2,0.137
climate_risk_excess_precip_ma_7d_sin_lag_7d,0.522,0.537,2,0.089
climate_risk_excess_precip_max_90d_lag_7d,0.522,0.571,13,0.579
climate_risk_excess_precip_max_7d_log1p_lag_7d,0.522,0.574,5,0.223
climate_risk_excess_precip_max_7d_sin_lag_7d,0.521,0.565,6,0.267
climate_risk_excess_precip_ma_7d_log1p_lag_7d,0.52,0.548,3,0.134
climate_risk_drought_ma_7d_tangent_lag_7d,0.519,0.52,2,0.089
climate_risk_unseasonably_cold_max_120d_lag_7d,0.519,0.53,6,0.297
climate_risk_excess_precip_score_log1p_lag_7d,0.518,0.518,1,0.045
climate_risk_unseasonably_cold_ma_120d_lag_7d,0.518,0.546,6,0.297
climate_risk_heat_stress_max_240d_lag_7d,0.517,0.586,14,0.643
climate_risk_unseasonably_cold_ma_90d_lag_7d,0.516,0.523,4,0.201
climate_risk_heat_stress_max_120d_lag_7d,0.515,0.525,7,0.374
climate_risk_unseasonably_cold_max_90d_lag_7d,0.515,0.53,2,0.101
climate_risk_drought_score_sin_lag_7d,0.514,0.53,7,0.312
climate_risk_drought_score_log1p_lag_7d,0.512,0.53,3,0.134
climate_risk_excess_precip_score_sin_lag_7d,0.512,0.512,1,0.045
climate_risk_excess_precip_max_7d_tangent_lag_7d,0.511,0.511,1,0.045
climate_risk_drought_score_ssqrt_lag_7d,0.511,0.52,2,0.089
climate_risk_excess_precip_ma_7d_tangent_lag_7d,0.509,0.509,1,0.045
climate_risk_drought_max_7d_thresh_mag_lag_7d,0.503,0.507,5,0.225
climate_risk_drought_ma_7d_thresh_mag_lag_7d,0.501,0.501,1,0.047
climate_risk_unseasonably_cold_weighted_score_country_sum_lag_7d,0.5,0.5,1,0.063
climate_risk_excess_precip_max_240d_lag_14d,0.616,0.776,50,2.228
climate_risk_drought_ma_90d_lag_14d,0.598,0.779,63,2.807
climate_risk_drought_ma_120d_lag_14d,0.595,0.779,64,2.852
climate_risk_drought_ma_60d_lag_14d,0.594,0.762,57,2.54
climate_risk_drought_ma_14d_lag_14d,0.593,0.656,22,0.98
climate_risk_coldwave_max_120d_lag_14d,0.591,0.705,11,0.526
climate_risk_coldwave_max_14d_lag_14d,0.589,0.589,1,0.057
climate_risk_drought_ma_240d_lag_14d,0.583,0.718,55,2.451
climate_risk_drought_ma_30d_lag_14d,0.582,0.683,47,2.094
climate_risk_coldwave_max_60d_lag_14d,0.577,0.695,25,1.225
climate_risk_drought_ma_7d_lag_14d,0.577,0.624,16,0.713
climate_risk_heat_stress_ma_60d_lag_14d,0.577,0.675,8,0.457
climate_risk_coldwave_max_240d_lag_14d,0.574,0.705,9,0.41
climate_risk_drought_max_30d_lag_14d,0.57,0.654,16,0.713
climate_risk_coldwave_max_90d_lag_14d,0.57,0.705,18,0.868
climate_risk_coldwave_ma_90d_lag_14d,0.568,0.679,8,0.386
climate_risk_heat_stress_ma_90d_lag_14d,0.568,0.68,10,0.545
climate_risk_excess_precip_max_60d_lag_14d,0.566,0.626,15,0.668
climate_risk_drought_max_14d_lag_14d,0.565,0.64,10,0.446
climate_risk_drought_weighted_score_country_sum_lag_14d,0.565,0.671,32,1.426
climate_risk_drought_score_country_mean_lag_14d,0.563,0.652,40,1.783
climate_risk_unseasonably_cold_ma_240d_lag_14d,0.563,0.647,4,0.182
climate_risk_drought_score_country_max_lag_14d,0.562,0.613,22,0.98
climate_risk_coldwave_ma_240d_lag_14d,0.562,0.657,10,0.456
climate_risk_heat_stress_score_country_mean_lag_14d,0.56,0.576,2,0.135
climate_risk_unseasonably_cold_score_country_mean_lag_14d,0.56,0.59,3,0.186
climate_risk_coldwave_max_30d_lag_14d,0.56,0.681,5,0.256
climate_risk_coldwave_ma_120d_lag_14d,0.559,0.679,9,0.43
climate_risk_excess_precip_score_country_max_lag_14d,0.559,0.565,2,0.089
climate_risk_excess_precip_ma_60d_lag_14d,0.557,0.683,42,1.872
climate_risk_coldwave_ma_60d_lag_14d,0.557,0.682,14,0.686
climate_risk_excess_precip_ma_90d_lag_14d,0.555,0.648,47,2.094
climate_risk_heat_stress_ma_120d_lag_14d,0.552,0.616,10,0.53
climate_risk_coldwave_ma_30d_lag_14d,0.552,0.627,3,0.153
climate_risk_excess_precip_ma_240d_lag_14d,0.552,0.638,74,3.298
climate_risk_drought_score_lag_14d,0.552,0.557,5,0.223
climate_risk_heat_stress_weighted_score_country_sum_lag_14d,0.552,0.575,3,0.203
climate_risk_excess_precip_max_30d_lag_14d,0.55,0.617,12,0.535
climate_risk_heat_stress_weighted_score_country_sum_sin_above_3_std_lag_7d,0.549,0.56,2,0.336
climate_risk_excess_precip_ma_120d_lag_14d,0.548,0.656,55,2.451
climate_risk_excess_precip_score_country_max_ssqrt_above_3_std_lag_7d,0.547,0.553,2,0.102
climate_risk_drought_max_7d_lag_14d,0.545,0.579,14,0.624
climate_risk_excess_precip_ma_30d_lag_14d,0.544,0.591,21,0.936
climate_risk_excess_precip_score_country_std_lag_14d,0.543,0.579,3,0.134
climate_risk_unseasonably_cold_max_240d_lag_14d,0.543,0.572,4,0.182
climate_risk_unseasonably_cold_max_90d_lag_14d,0.543,0.543,2,0.1
climate_risk_excess_precip_score_country_max_log1p_above_3_std_lag_7d,0.541,0.541,1,0.061
climate_risk_drought_weighted_score_country_sum_cos_above_3_std_lag_7d,0.541,0.582,9,0.401
climate_risk_heat_stress_weighted_score_country_sum_log1p_above_3_std_lag_7d,0.539,0.55,2,0.327
climate_risk_drought_score_country_mean_sin_above_3_std_lag_7d,0.539,0.562,4,0.214
climate_risk_unseasonably_cold_ma_60d_lag_14d,0.538,0.562,2,0.103
climate_risk_drought_max_60d_lag_14d,0.537,0.59,14,0.624
climate_risk_unseasonably_cold_score_country_max_lag_14d,0.536,0.594,6,0.372
climate_risk_excess_precip_weighted_score_country_sum_ssqrt_above_3_std_lag_7d,0.535,0.535,1,0.054
climate_risk_coldwave_ma_14d_lag_14d,0.535,0.535,1,0.057
climate_risk_excess_precip_weighted_score_country_sum_cos_above_3_std_lag_7d,0.535,0.585,7,0.312
climate_risk_unseasonably_cold_max_60d_lag_14d,0.534,0.542,3,0.155
climate_risk_drought_weighted_score_country_sum_ssqrt_above_3_std_lag_7d,0.534,0.559,13,0.695
climate_risk_drought_max_90d_lag_14d,0.534,0.564,7,0.312
climate_risk_drought_max_240d_lag_14d,0.534,0.576,16,0.713
climate_risk_unseasonably_cold_score_country_std_lag_14d,0.534,0.591,6,0.372
climate_risk_excess_precip_score_country_mean_lag_14d,0.532,0.569,9,0.401
climate_risk_heat_stress_weighted_score_country_sum_cos_above_3_std_lag_7d,0.531,0.538,2,0.137
climate_risk_excess_precip_score_country_std_cos_above_3_std_lag_7d,0.531,0.555,5,0.223
climate_risk_unseasonably_cold_weighted_score_country_sum_lag_14d,0.531,0.558,4,0.248
climate_risk_drought_score_country_max_sin_above_3_std_lag_7d,0.531,0.554,7,0.312
climate_risk_drought_score_country_std_lag_14d,0.53,0.548,3,0.134
climate_risk_heat_stress_ma_30d_lag_14d,0.53,0.53,1,0.061
climate_risk_drought_score_country_max_ssqrt_above_3_std_lag_7d,0.529,0.552,7,0.312
climate_risk_drought_weighted_score_country_sum_log1p_above_3_std_lag_7d,0.529,0.548,3,0.221
climate_risk_heat_stress_weighted_score_country_sum_ssqrt_above_3_std_lag_7d,0.529,0.537,2,0.25
climate_risk_drought_score_country_mean_log1p_above_3_std_lag_7d,0.528,0.562,5,0.267
climate_risk_heat_stress_ma_240d_lag_14d,0.528,0.564,5,0.23
climate_risk_excess_precip_weighted_score_country_sum_lag_14d,0.528,0.596,10,0.446
climate_risk_unseasonably_cold_max_120d_lag_14d,0.528,0.554,7,0.346
climate_risk_drought_weighted_score_country_sum_sin_above_3_std_lag_7d,0.527,0.555,4,0.29
climate_risk_excess_precip_max_120d_lag_14d,0.526,0.572,24,1.07
climate_risk_drought_score_country_mean_ssqrt_above_3_std_lag_7d,0.525,0.602,18,0.84
climate_risk_unseasonably_cold_ma_120d_lag_14d,0.524,0.547,3,0.148
climate_risk_excess_precip_max_90d_lag_14d,0.524,0.562,9,0.401
climate_risk_heat_stress_score_country_max_lag_14d,0.522,0.522,1,0.068
climate_risk_unseasonably_cold_ma_90d_lag_14d,0.521,0.533,4,0.199
climate_risk_drought_max_120d_lag_14d,0.52,0.564,12,0.535
climate_risk_drought_score_country_mean_cos_above_3_std_lag_7d,0.52,0.547,16,0.713
climate_risk_unseasonably_cold_max_30d_lag_14d,0.518,0.542,4,0.22
climate_risk_heat_stress_max_240d_lag_14d,0.517,0.59,13,0.597
climate_risk_excess_precip_score_country_std_ssqrt_above_3_std_lag_7d,0.515,0.515,1,0.046
climate_risk_heat_stress_max_90d_lag_14d,0.515,0.515,1,0.054
climate_risk_heat_stress_max_120d_lag_14d,0.513,0.523,6,0.318
climate_risk_unseasonably_cold_ma_30d_lag_14d,0.513,0.513,1,0.055
climate_risk_drought_score_country_max_log1p_above_3_std_lag_7d,0.511,0.526,4,0.187
climate_risk_excess_precip_score_country_std_tangent_above_3_std_lag_7d,0.51,0.51,1,0.049
climate_risk_heat_stress_max_60d_lag_14d,0.509,0.509,2,0.114
climate_risk_excess_precip_ma_14d_lag_14d,0.508,0.512,4,0.178
climate_risk_heat_stress_max_30d_lag_14d,0.508,0.516,5,0.306
climate_risk_excess_precip_score_country_std_log1p_above_3_std_lag_7d,0.506,0.506,1,0.048
climate_risk_excess_precip_score_country_std_sin_above_3_std_lag_7d,0.506,0.506,1,0.048
climate_risk_excess_precip_max_14d_lag_14d,0.505,0.51,3,0.134
climate_risk_drought_weighted_score_lag_14d,0.503,0.503,1,0.045
climate_risk_excess_precip_max_240d_above_3_std_lag_14d,0.717,0.87,42,1.872
climate_risk_heat_stress_max_90d_above_3_std_lag_14d,0.583,0.668,23,2.019
climate_risk_drought_max_240d_above_3_std_lag_14d,0.577,0.658,46,2.05
climate_risk_drought_ma_120d_above_3_std_lag_14d,0.575,0.714,19,0.998
climate_risk_heat_stress_ma_60d_above_3_std_lag_14d,0.564,0.592,3,0.588
climate_risk_drought_ma_90d_above_3_std_lag_14d,0.563,0.708,23,1.23
climate_risk_drought_ma_240d_above_3_std_lag_14d,0.563,0.678,20,0.997
climate_risk_drought_ma_14d_above_3_std_lag_14d,0.559,0.6,3,0.15
climate_risk_excess_precip_weighted_score_country_sum_above_3_std_lag_14d,0.548,0.594,2,0.127
climate_risk_heat_stress_score_country_mean_above_3_std_lag_14d,0.547,0.565,2,0.406
climate_risk_heat_stress_weighted_score_country_sum_above_3_std_lag_14d,0.544,0.562,2,0.346
climate_risk_drought_ma_30d_above_3_std_lag_14d,0.543,0.592,10,0.503
climate_risk_heat_stress_ma_90d_above_3_std_lag_14d,0.541,0.558,2,0.436
climate_risk_heat_stress_max_120d_above_3_std_lag_14d,0.538,0.624,17,1.408
climate_risk_heat_stress_max_30d_above_3_std_lag_14d,0.538,0.545,2,0.196
climate_risk_excess_precip_max_120d_above_3_std_lag_14d,0.538,0.551,2,0.089
climate_risk_drought_ma_60d_above_3_std_lag_14d,0.537,0.597,21,1.113
climate_risk_heat_stress_max_60d_above_3_std_lag_14d,0.536,0.562,6,0.569
climate_risk_drought_max_90d_above_3_std_lag_14d,0.536,0.56,3,0.135
climate_risk_drought_max_120d_above_3_std_lag_14d,0.529,0.55,7,0.312
climate_risk_drought_score_cos_above_3_std_lag_14d,0.522,0.53,5,0.223
climate_risk_drought_weighted_score_country_sum_above_3_std_lag_14d,0.521,0.521,1,0.076
climate_risk_heat_stress_score_country_max_above_3_std_lag_14d,0.52,0.52,1,0.103
climate_risk_excess_precip_score_country_std_above_3_std_lag_14d,0.514,0.514,1,0.048
climate_risk_excess_precip_ma_90d_above_3_std_lag_14d,0.505,0.505,1,0.049
climate_risk_drought_score_country_mean_above_3_std_lag_14d,0.504,0.508,6,0.333
climate_risk_drought_score_country_max_above_3_std_lag_14d,0.504,0.504,2,0.104
climate_risk_excess_precip_ma_120d_above_3_std_lag_14d,0.501,0.501,1,0.049
climate_risk_excess_precip_score_country_mean_above_3_std_lag_14d,0.5,0.5,1,0.051
climate_risk_excess_precip_max_240d_ssqrt_above_2_std_lag_30d,0.621,0.802,45,2.005
climate_risk_excess_precip_max_240d_log1p_above_2_std_lag_30d,0.618,0.804,47,2.094
climate_risk_excess_precip_max_120d_thresh_mag_above_2_std_lag_30d,0.607,0.607,1,0.045
